 ,4B,8B,16B,32B,64B,128B,256B,512B,1K,2K,4K,8K,16K,32K,64K,128K,256K,512K,1M,2M,4M,8M,16M,32M,
4K, 1.9, 1.9, 1.9, 1.9, 1.7, 0.6, 0.3, 0.1, 0.2, 0.1,
8K, 1.7, 1.7, 1.7, 1.6, 1.7, 1.5, 0.5, 0.3, 0.1, 0.2, 0.1,
16K, 1.7, 1.7, 1.7, 1.8, 1.7, 1.7, 1.4, 0.5, 0.3, 0.2, 0.2, 0.1,
32K, 1.6, 1.7, 1.7, 1.6, 1.7, 1.7, 1.6, 1.4, 0.5, 0.3, 0.2, 0.2, 0.1,
64K, 1.8, 1.9, 2.2, 2.6, 3.9, 3.4, 3.7, 3.5, 3.1, 1.2, 0.8, 0.2, 0.2, 0.1,
128K, 1.8, 1.9, 2.1, 2.3, 2.3, 2.4, 2.4, 2.5, 2.3, 2.5, 1.4, 0.7, 0.2, 0.2, 0.1,
256K, 1.8, 1.9, 2.2, 2.8, 3.6, 3.9, 3.9, 3.8, 3.4, 3.8, 3.1, 1.3, 0.7, 0.2, 0.2, 0.1,
512K, 1.8, 1.9, 2.2, 2.8, 3.0, 3.9, 2.2, 2.7, 2.4, 3.1, 3.8, 3.6, 1.8, 1.1, 0.3, 0.2, 0.1,
1M, 1.8, 1.9, 2.3, 2.6, 3.3, 3.8, 3.9, 4.3, 4.5, 6.4, 6.8, 5.6, 3.6, 2.0, 1.2, 0.3, 0.2, 0.1,
2M, 1.8, 2.0, 2.3, 2.8, 4.3, 3.1, 4.7, 6.5, 8.4,10.5,12.0, 8.7, 5.6, 3.2, 1.9, 1.2, 0.3, 0.1, 0.1,
4M, 1.8, 1.9, 2.3, 2.7, 2.3, 2.7, 4.0, 3.8, 4.1, 4.8, 8.6,10.4, 9.4, 7.0, 3.2, 1.9, 1.2, 0.3, 0.1, 0.1,
8M, 1.8, 2.0, 2.4, 3.1, 4.9, 5.5, 6.2, 8.5,11.2,15.3,19.3,15.2,13.3,10.7, 8.3, 3.2, 1.9, 1.2, 0.3, 0.1, 0.1,
16M, 1.9, 2.1, 2.6, 3.6, 5.4,10.0,12.7,16.3,28.1,34.6,71.4,31.0,18.7,13.9,12.0,10.6, 5.2, 2.7, 1.2, 0.3, 0.1, 0.1,
32M, 1.9, 2.2, 2.7, 3.9, 6.3,11.2,16.9,20.7,27.2,57.3,111.7,89.5,83.7,76.7,69.6,75.5,17.2, 7.2, 4.7, 1.2, 0.2, 0.1, 0.1,
64M, 1.9, 2.1, 2.7, 3.5, 6.2,11.4,16.6,28.2,46.6,58.3,95.8,115.0,102.0,95.9,86.5,97.9,42.2,13.7, 7.6, 3.9, 1.1, 0.2, 0.1, 0.1,
